transaction_id,customer_id,transaction_date,amount,merchant_category,channel
1620,22,2024-07-18,708.52,Dining,Online
1621,214,2024-09-14,9377.81,Travel,Online
1622,266,2025-01-28,7767.69,Electronics,Offline
1623,448,2024-07-01,9846.62,Travel,Online
1624,324,2024-12-15,2405.51,Dining,Offline
1625,193,2024-11-05,4328.71,Groceries,Online
1626,464,2025-02-24,8183.8,Electronics,Offline
1627,96,2024-07-20,750.06,Travel,Offline
1628,73,2024-08-03,747.25,Electronics,Offline
1629,6,2025-05-11,9014.92,Fashion,Offline
1630,19,2025-05-14,5666.97,Fashion,Online
1631,294,2025-04-12,6344.25,Groceries,Online
1632,112,2024-12-04,3837.62,Groceries,Offline
1633,366,2024-06-29,918.57,Electronics,Offline
1634,406,2025-05-02,7918.98,Travel,Online
1635,269,2025-03-06,8888.92,Electronics,Offline
1636,325,2025-01-02,5266.55,Travel,Offline
1637,423,2025-05-07,6728.73,Travel,Online
1638,116,2025-01-18,4785.82,Dining,Online
1639,330,2024-10-07,7618.25,Fashion,Offline
1640,291,2025-03-14,8112.03,Dining,Online
1641,91,2024-07-20,5060.53,Dining,Online
1642,489,2024-08-08,3200.35,Dining,Online
1643,241,2024-09-09,9513.51,Travel,Offline
1644,305,2024-08-04,5398.86,Travel,Offline
1645,23,2024-11-02,4499.49,Dining,Offline
1646,398,2025-01-21,1645.99,Fashion,Online
1647,142,2024-10-16,6745.59,Groceries,Online
1648,270,2025-04-04,7146.79,Travel,Offline
1649,49,2025-05-17,6349.36,Groceries,Offline
1650,426,2025-02-08,9104.41,Fashion,Online
1651,212,2024-09-07,1800.2,Fashion,Online
1652,268,2025-03-02,6148.37,Fashion,Online
1653,335,2025-03-23,692.46,Dining,Online
1654,323,2025-01-25,8476.4,Groceries,Offline
1655,221,2024-09-23,8406.9,Fashion,Online
1656,188,2024-09-17,5302.59,Fashion,Offline
1657,416,2024-09-13,8136.72,Dining,Online
1658,83,2024-10-16,4759.35,Groceries,Online
1659,116,2024-08-04,6332.01,Groceries,Offline
1660,156,2025-06-16,3087.49,Groceries,Online
1661,419,2024-08-01,1706.88,Fashion,Online
1662,43,2024-09-22,1738.82,Electronics,Offline
1663,438,2025-01-19,3084.8,Travel,Offline
1664,193,2025-03-16,9831.65,Electronics,Offline
1665,48,2024-09-11,3404.81,Electronics,Online
1666,118,2025-01-20,4271.11,Groceries,Online
1667,350,2024-12-26,8815.87,Electronics,Offline
1668,478,2024-12-10,9835.07,Dining,Offline
1669,130,2025-06-01,8017.59,Dining,Online
1670,172,2025-02-01,7025.23,Groceries,Online
1671,264,2025-04-17,3838.59,Dining,Online
1672,192,2024-08-03,861.44,Groceries,Offline
1673,255,2024-07-10,7418.91,Electronics,Online
1674,190,2025-02-12,2728.56,Travel,Offline
1675,131,2025-01-07,7888.84,Fashion,Online
1676,235,2024-09-07,4682.89,Electronics,Offline
1677,474,2025-01-21,7128.51,Travel,Online
1678,209,2024-06-30,2256.54,Groceries,Online
1679,445,2024-08-28,3792.44,Travel,Online
1680,225,2024-12-12,6143.57,Fashion,Online
1681,331,2025-06-10,1529.24,Electronics,Offline
1682,381,2025-04-03,7673.46,Electronics,Online
1683,489,2025-01-16,9150.86,Groceries,Offline
1684,304,2024-06-30,927.0,Fashion,Offline
1685,259,2025-06-19,3761.28,Groceries,Online
1686,481,2025-03-28,3163.04,Electronics,Offline
1687,180,2024-11-18,5795.29,Groceries,Offline
1688,155,2024-09-26,3077.59,Travel,Online
1689,474,2024-12-14,8563.09,Travel,Online
1690,2,2025-03-09,9431.43,Groceries,Online
1691,126,2024-07-20,5283.18,Dining,Offline
1692,191,2024-08-04,2178.95,Fashion,Offline
1693,199,2025-03-30,3485.28,Groceries,Online
1694,85,2025-01-03,5905.14,Travel,Online
1695,252,2024-12-12,6944.22,Dining,Offline
1696,449,2025-02-04,7343.06,Travel,Online
1697,170,2025-01-19,4873.92,Electronics,Online
1698,7,2024-08-31,6355.81,Electronics,Offline
1699,404,2024-08-13,9969.07,Travel,Offline
1700,231,2024-11-19,8150.91,Dining,Offline
1701,42,2024-11-09,2891.85,Dining,Online
1702,439,2024-11-09,6650.16,Fashion,Online
1703,64,2025-03-04,5422.32,Fashion,Online
1704,66,2024-07-02,2770.39,Groceries,Offline
1705,400,2024-10-17,5034.16,Groceries,Offline
1706,497,2025-04-07,8226.66,Fashion,Online
1707,99,2024-11-03,305.32,Groceries,Online
1708,234,2024-10-04,3660.67,Electronics,Offline
1709,218,2024-08-02,6937.4,Fashion,Online
1710,387,2025-02-18,407.83,Electronics,Offline
1711,448,2025-04-14,1902.56,Electronics,Online
1712,24,2025-04-12,7524.41,Dining,Online
1713,284,2025-01-28,1797.57,Groceries,Offline
1714,383,2024-08-11,6427.33,Fashion,Offline
1715,291,2025-01-01,9362.76,Electronics,Online
1716,95,2025-01-03,8890.84,Travel,Offline
1717,304,2024-08-12,1383.18,Electronics,Offline
1718,187,2025-02-28,5637.4,Fashion,Online
1719,367,2025-03-26,5110.86,Electronics,Online
1720,159,2025-04-05,6307.0,Fashion,Online
1721,220,2024-12-25,549.51,Groceries,Offline
1722,381,2025-02-17,2676.08,Travel,Online
1723,482,2025-01-24,1688.88,Groceries,Online
1724,333,2024-06-29,4980.64,Electronics,Online
1725,226,2024-07-27,9445.19,Dining,Online
1726,54,2024-10-30,8808.57,Fashion,Online
1727,467,2024-10-11,1195.07,Fashion,Offline
1728,230,2024-11-11,9417.37,Electronics,Online
1729,55,2025-01-04,2627.94,Dining,Online
1730,267,2024-12-07,2342.31,Fashion,Offline
1731,387,2025-01-03,5147.5,Travel,Online
1732,402,2025-05-27,3737.8,Fashion,Online
1733,150,2024-09-14,5566.18,Electronics,Online
1734,309,2024-09-04,9764.56,Travel,Online
1735,72,2025-06-03,4776.39,Fashion,Online
1736,191,2024-10-25,5115.46,Fashion,Online
1737,113,2025-05-24,1697.55,Groceries,Offline
1738,473,2024-08-29,4530.81,Electronics,Offline
1739,468,2024-12-14,8671.95,Fashion,Online
1740,210,2024-08-02,9707.87,Fashion,Offline
1741,251,2024-08-30,1546.28,Groceries,Offline
1742,428,2024-10-17,1870.0,Dining,Offline
1743,483,2024-09-25,9430.02,Travel,Offline
1744,146,2025-04-12,1107.05,Travel,Online
1745,66,2024-08-24,3735.0,Dining,Offline
1746,40,2024-09-26,8707.18,Dining,Online
1747,240,2025-02-22,7862.14,Dining,Offline
1748,375,2024-12-17,5993.71,Electronics,Online
1749,217,2024-09-16,1775.53,Dining,Offline
1750,29,2024-12-05,9315.41,Dining,Online
1751,271,2024-10-22,3717.32,Groceries,Offline
1752,225,2024-08-08,2599.69,Travel,Online
1753,238,2024-10-03,2178.54,Groceries,Offline
1754,373,2024-09-17,8523.55,Dining,Offline
1755,442,2024-10-04,4674.08,Fashion,Offline
1756,422,2024-10-01,8944.45,Fashion,Online
1757,441,2024-12-23,7716.56,Travel,Online
1758,454,2025-01-23,3253.27,Dining,Online
1759,109,2024-08-25,3533.31,Groceries,Offline
1760,422,2025-03-10,2033.84,Travel,Online
1761,268,2024-07-18,9898.12,Dining,Offline
1762,137,2025-02-01,4220.03,Groceries,Online
1763,172,2024-12-15,3385.58,Dining,Offline
1764,22,2025-04-26,4065.56,Groceries,Online
1765,41,2024-08-25,7811.94,Dining,Offline
1766,164,2024-10-21,8863.28,Electronics,Offline
1767,328,2025-04-17,9965.07,Travel,Online
1768,324,2025-05-25,3516.64,Electronics,Online
1769,469,2025-01-07,3818.91,Electronics,Offline
1770,22,2024-11-01,1940.15,Travel,Offline
1771,354,2025-05-31,5437.96,Dining,Online
1772,182,2025-04-30,8006.68,Travel,Offline
1773,390,2025-05-23,4819.99,Groceries,Online
1774,436,2024-10-10,7845.31,Fashion,Online
1775,496,2025-03-08,3713.66,Dining,Offline
1776,327,2025-03-24,9915.21,Groceries,Online
1777,137,2025-04-20,4983.96,Electronics,Offline
1778,468,2024-12-04,8735.74,Dining,Offline
1779,119,2024-08-20,5370.38,Electronics,Offline
1780,461,2024-08-16,4644.04,Electronics,Offline
1781,231,2024-12-21,8416.89,Fashion,Online
1782,246,2025-04-10,8609.19,Fashion,Offline
1783,12,2024-12-07,6348.69,Dining,Online
1784,72,2024-08-29,6547.44,Groceries,Online
1785,418,2024-10-20,4432.37,Groceries,Online
1786,164,2025-02-28,4326.83,Groceries,Offline
1787,433,2025-01-29,9743.59,Electronics,Online
1788,91,2024-11-17,9236.47,Electronics,Offline
1789,284,2025-04-06,4309.78,Travel,Online
1790,170,2024-07-04,2604.05,Fashion,Online
1791,189,2024-11-20,2531.16,Travel,Offline
1792,23,2025-01-01,7352.05,Travel,Online
1793,183,2025-06-23,1968.8,Travel,Online
1794,442,2025-04-01,592.59,Groceries,Offline
1795,302,2025-02-05,4451.86,Groceries,Offline
1796,74,2025-01-29,6502.57,Fashion,Online
1797,234,2024-07-26,7919.74,Electronics,Online
1798,271,2025-04-21,4094.73,Electronics,Offline
1799,411,2025-01-20,2244.9,Fashion,Online
1800,282,2024-10-05,3035.95,Electronics,Offline
1801,465,2024-07-09,9694.01,Fashion,Offline
1802,485,2024-10-17,490.55,Electronics,Online
1803,414,2025-04-04,5093.62,Travel,Online
1804,94,2024-09-05,7004.11,Travel,Offline
1805,368,2024-12-16,2848.87,Electronics,Online
1806,324,2024-08-20,1716.23,Travel,Online
1807,136,2025-03-18,4047.71,Dining,Online
1808,13,2024-07-17,2184.51,Travel,Offline
1809,468,2024-08-15,973.55,Dining,Online
1810,52,2024-11-04,7943.54,Groceries,Online
1811,49,2025-04-18,315.8,Electronics,Online
1812,495,2024-08-09,5661.41,Electronics,Online
1813,371,2024-08-16,2504.14,Electronics,Online
1814,389,2025-06-10,1445.7,Dining,Offline
1815,175,2025-02-10,351.26,Groceries,Offline
1816,118,2024-10-04,3448.39,Travel,Online
1817,457,2024-08-21,9877.99,Dining,Online
1818,130,2024-12-25,8034.71,Dining,Offline
1819,44,2025-06-03,1667.43,Groceries,Offline
1820,288,2024-08-21,2038.29,Groceries,Online
1821,442,2025-04-10,3276.63,Electronics,Offline
1822,482,2024-08-09,7519.86,Electronics,Offline
1823,177,2025-03-16,2661.61,Travel,Offline
1824,385,2024-11-13,4759.41,Groceries,Online
1825,492,2025-02-19,3518.7,Groceries,Online
1826,235,2025-01-20,4757.9,Fashion,Online
1827,284,2024-12-20,3984.34,Travel,Online
1828,92,2025-01-17,1456.15,Travel,Offline
1829,8,2025-05-02,1348.99,Electronics,Offline
1830,202,2025-02-12,1286.26,Fashion,Online
1831,277,2025-03-15,908.57,Travel,Offline
1832,479,2025-01-03,563.24,Dining,Offline
1833,187,2024-10-25,5685.91,Dining,Offline
1834,122,2024-07-30,6316.74,Fashion,Online
1835,338,2024-07-12,8921.35,Fashion,Offline
1836,463,2025-06-17,9012.53,Travel,Online
1837,81,2024-06-27,9505.6,Groceries,Online
1838,229,2025-05-17,8961.83,Fashion,Online
1839,480,2024-11-16,3286.54,Travel,Online
1840,131,2025-04-12,3165.11,Fashion,Offline
1841,109,2024-09-03,9848.38,Travel,Online
1842,289,2025-01-02,8486.92,Fashion,Online
1843,298,2025-04-11,9606.13,Dining,Online
1844,316,2024-12-14,1409.76,Fashion,Online
1845,491,2025-02-15,7087.96,Travel,Online
1846,293,2025-02-19,8875.9,Fashion,Online
1847,430,2024-12-20,6105.54,Electronics,Offline
1848,468,2024-07-06,9138.6,Travel,Online
1849,31,2024-08-03,6799.5,Electronics,Online
1850,225,2025-03-20,7761.02,Dining,Online
1851,368,2024-11-18,8607.09,Groceries,Offline
1852,115,2024-09-28,4061.02,Fashion,Offline
1853,60,2025-01-04,2290.92,Electronics,Offline
1854,75,2024-10-30,1516.11,Fashion,Online
1855,73,2024-12-10,3584.14,Fashion,Online
1856,35,2025-01-08,8996.13,Dining,Offline
1857,191,2025-05-18,2931.46,Travel,Online
1858,150,2025-02-06,3844.75,Groceries,Offline
1859,298,2025-05-11,5251.71,Dining,Offline
1860,461,2024-07-05,4200.32,Travel,Online
1861,196,2024-12-08,5135.42,Dining,Offline
1862,182,2025-03-20,5923.45,Travel,Offline
1863,315,2025-01-02,7351.23,Travel,Online
1864,456,2025-02-20,1073.95,Dining,Offline
1865,237,2024-10-21,4104.72,Dining,Offline
1866,444,2025-01-16,2078.29,Travel,Offline
1867,76,2024-10-25,3226.84,Groceries,Offline
1868,108,2025-03-30,707.23,Dining,Online
1869,21,2025-06-14,908.61,Travel,Offline
1870,113,2025-03-17,7842.89,Electronics,Offline
1871,46,2024-12-22,3120.53,Fashion,Offline
1872,287,2024-12-02,8592.02,Dining,Offline
1873,11,2024-07-19,8917.63,Fashion,Offline
1874,483,2025-01-25,5249.34,Fashion,Offline
1875,300,2024-10-26,7431.05,Travel,Offline
1876,438,2024-10-21,5319.56,Dining,Offline
1877,371,2025-02-27,4985.64,Groceries,Online
1878,4,2025-02-16,8843.54,Electronics,Offline
1879,196,2025-05-02,3929.83,Electronics,Offline
1880,199,2025-02-11,4171.85,Travel,Online
1881,222,2024-12-13,8061.99,Groceries,Online
1882,83,2024-09-02,9788.41,Electronics,Offline
1883,384,2025-01-15,2995.41,Electronics,Offline
1884,64,2024-08-19,524.95,Electronics,Online
1885,227,2025-06-08,7251.9,Fashion,Offline
1886,354,2025-05-06,2234.75,Electronics,Online
1887,1,2024-08-02,5394.92,Electronics,Offline
1888,207,2025-01-14,5824.93,Dining,Offline
1889,49,2025-01-19,8831.06,Travel,Offline
1890,313,2024-10-18,6297.1,Fashion,Offline
1891,145,2024-10-07,7682.91,Travel,Offline
1892,153,2024-11-09,5933.75,Groceries,Offline
1893,428,2025-06-12,7620.36,Travel,Offline
1894,68,2025-04-07,2143.22,Dining,Offline
1895,76,2025-02-16,9417.94,Groceries,Online
1896,40,2025-06-10,1236.35,Groceries,Online
1897,403,2024-10-27,7101.88,Groceries,Online
1898,252,2024-11-30,9422.31,Electronics,Online
1899,410,2025-03-21,7806.03,Dining,Offline
1900,139,2024-07-24,7996.74,Electronics,Offline
1901,344,2025-06-14,5356.57,Groceries,Online
1902,95,2024-12-26,8719.22,Travel,Online
1903,118,2025-01-23,4358.87,Groceries,Online
1904,19,2024-11-06,7999.15,Groceries,Online
1905,466,2024-07-03,279.53,Travel,Offline
1906,119,2025-01-01,8698.2,Groceries,Online
1907,179,2024-09-01,4423.29,Travel,Offline
1908,271,2024-10-20,8420.22,Fashion,Offline
1909,148,2024-12-12,4398.13,Fashion,Offline
1910,24,2024-11-23,9887.3,Electronics,Online
1911,450,2024-08-03,8940.1,Dining,Offline
1912,16,2025-02-13,874.69,Groceries,Offline
1913,132,2025-05-21,8436.85,Dining,Offline
1914,8,2024-12-12,1543.38,Travel,Online
1915,18,2024-07-22,4521.15,Travel,Offline
1916,181,2024-11-10,6266.49,Fashion,Offline
1917,243,2025-03-17,2546.04,Electronics,Online
1918,415,2024-07-12,5469.88,Groceries,Offline
1919,73,2024-09-06,7692.83,Fashion,Online
1920,302,2025-04-19,8158.27,Electronics,Offline
1921,92,2025-05-22,9580.35,Groceries,Online
1922,16,2025-01-25,8313.27,Dining,Offline
1923,111,2024-12-14,7916.08,Travel,Offline
1924,150,2024-11-27,2348.93,Travel,Online
1925,163,2024-12-04,7071.57,Electronics,Offline
1926,487,2025-04-27,4950.83,Electronics,Offline
1927,406,2024-11-20,3703.49,Travel,Online
1928,375,2024-07-04,2881.07,Travel,Online
1929,2,2025-01-21,5505.69,Electronics,Offline
1930,87,2025-05-09,1211.09,Electronics,Offline
1931,72,2025-01-09,2183.61,Groceries,Online
1932,30,2024-08-13,2854.63,Dining,Online
1933,118,2024-08-05,6599.58,Groceries,Online
1934,459,2024-08-19,5636.73,Electronics,Offline
1935,191,2025-04-13,7723.92,Dining,Offline
1936,183,2024-08-24,5633.79,Travel,Online
1937,167,2025-06-21,4328.41,Travel,Offline
1938,448,2025-02-11,1312.38,Dining,Online
1939,226,2024-11-23,9888.21,Electronics,Online
1940,137,2024-12-23,439.18,Electronics,Online
1941,29,2024-12-27,3178.59,Fashion,Online
1942,213,2024-12-15,5836.71,Fashion,Offline
1943,41,2025-01-01,7973.27,Fashion,Online
1944,160,2024-11-30,5808.13,Travel,Offline
1945,163,2024-12-24,8862.81,Dining,Offline
1946,417,2025-01-20,2053.33,Dining,Offline
1947,362,2025-06-18,4925.73,Dining,Offline
1948,88,2025-03-06,428.57,Groceries,Online
1949,269,2024-08-01,4005.14,Travel,Online
1950,202,2024-07-15,8453.03,Dining,Online
1951,360,2024-10-17,5217.02,Travel,Offline
1952,167,2025-05-31,7419.8,Fashion,Offline
1953,403,2025-01-28,891.09,Fashion,Offline
1954,464,2025-05-27,5137.83,Fashion,Online
1955,286,2025-06-17,6081.43,Electronics,Offline
1956,110,2025-01-18,7682.22,Fashion,Online
1957,117,2024-09-25,1614.42,Electronics,Offline
1958,395,2024-09-25,3164.98,Travel,Offline
1959,197,2025-06-20,6791.67,Travel,Online
1960,71,2024-09-17,7184.73,Dining,Online
1961,499,2024-10-30,6896.59,Travel,Offline
1962,36,2024-12-13,624.3,Fashion,Offline
1963,113,2025-02-26,5326.46,Fashion,Offline
1964,359,2024-11-20,6272.96,Dining,Offline
1965,53,2024-10-01,3901.7,Fashion,Online
1966,39,2025-01-20,6978.62,Travel,Online
1967,20,2024-10-14,8070.65,Dining,Offline
1968,381,2025-03-05,2415.43,Electronics,Online
1969,140,2024-12-20,7483.12,Groceries,Online
1970,441,2025-05-03,4031.18,Travel,Offline
1971,43,2024-06-30,3079.81,Groceries,Offline
1972,55,2025-03-23,9475.32,Electronics,Offline
1973,271,2025-03-24,803.35,Fashion,Online
1974,89,2025-04-13,3234.29,Fashion,Online
1975,118,2024-11-17,5622.81,Fashion,Online
1976,342,2025-03-18,5257.28,Dining,Offline
1977,266,2025-06-17,9626.76,Fashion,Offline
1978,386,2024-12-15,4416.72,Fashion,Online
1979,196,2024-07-27,4511.81,Dining,Online
1980,107,2024-07-09,397.78,Dining,Offline
1981,303,2024-10-24,9084.6,Electronics,Offline
1982,276,2024-11-29,4962.54,Fashion,Online
1983,160,2025-01-08,6446.85,Fashion,Online
1984,308,2025-05-03,5334.88,Fashion,Online
1985,412,2025-03-06,539.85,Travel,Offline
1986,353,2024-11-18,6819.07,Travel,Offline
1987,72,2024-12-06,8912.99,Fashion,Offline
1988,371,2024-07-13,4591.43,Dining,Online
1989,187,2024-09-23,8220.52,Groceries,Online
1990,382,2025-02-04,269.74,Fashion,Offline
1991,132,2025-05-17,6641.51,Electronics,Online
1992,396,2024-10-29,9439.74,Dining,Offline
1993,58,2025-05-30,8702.99,Dining,Offline
1994,441,2024-07-17,697.02,Dining,Offline
1995,401,2024-11-20,3067.65,Electronics,Online
1996,104,2025-06-16,7378.71,Electronics,Online
1997,361,2025-02-01,3120.54,Groceries,Online
1998,213,2025-04-09,9676.64,Groceries,Online
1999,237,2025-05-11,501.82,Travel,Offline
2000,340,2025-04-26,9547.02,Groceries,Offline
2001,231,2025-05-19,1344.15,Groceries,Online
2002,446,2025-02-01,891.18,Fashion,Online
2003,255,2024-10-31,7279.43,Fashion,Offline
2004,56,2025-01-22,462.95,Travel,Offline
2005,500,2024-12-03,9804.08,Travel,Offline
2006,327,2025-05-20,1280.39,Electronics,Offline
2007,82,2025-02-22,2736.64,Groceries,Offline
2008,361,2024-10-03,5597.09,Dining,Online
2009,69,2024-09-18,1672.49,Travel,Offline
2010,93,2025-04-12,6857.78,Groceries,Offline
2011,203,2025-05-09,6862.9,Travel,Offline
2012,74,2025-03-04,5931.94,Fashion,Online
2013,85,2025-06-11,2420.28,Groceries,Online
2014,45,2024-10-12,1668.79,Travel,Offline
2015,78,2024-08-25,5091.94,Dining,Online
2016,179,2024-08-27,4858.08,Travel,Online
2017,23,2025-01-25,5211.19,Travel,Offline
2018,142,2024-07-03,3583.72,Groceries,Online
2019,381,2024-08-14,7563.35,Travel,Offline
2020,390,2025-05-11,9653.05,Groceries,Offline
2021,462,2024-10-21,1038.04,Travel,Online
2022,211,2024-07-19,9751.59,Travel,Online
2023,32,2025-03-31,3599.45,Travel,Offline
2024,440,2024-09-10,6328.09,Groceries,Online
2025,300,2024-08-14,2375.19,Groceries,Online
2026,270,2024-07-05,6326.8,Travel,Offline
2027,112,2024-11-28,8580.76,Groceries,Online
2028,62,2024-10-09,2948.46,Groceries,Online
2029,176,2025-02-19,6718.7,Fashion,Online
2030,151,2025-03-23,4727.71,Electronics,Online
2031,255,2024-08-12,7390.7,Travel,Offline
2032,40,2024-10-10,9248.62,Fashion,Offline
2033,104,2024-09-24,5187.62,Groceries,Offline
2034,267,2024-08-05,1787.04,Travel,Offline
2035,438,2024-08-24,3385.5,Dining,Online
2036,346,2025-05-27,7192.24,Dining,Offline
2037,456,2024-11-21,5497.98,Electronics,Offline
2038,74,2024-12-11,9881.65,Electronics,Offline
2039,30,2024-09-29,5704.71,Electronics,Online
2040,263,2024-07-26,4216.29,Travel,Offline
2041,130,2025-04-04,3214.57,Groceries,Online
2042,423,2025-04-27,4793.55,Travel,Online
2043,120,2024-08-23,1514.62,Dining,Offline
2044,253,2024-10-03,2942.53,Fashion,Offline
2045,297,2025-01-12,9764.05,Groceries,Offline
2046,452,2025-01-29,4222.86,Groceries,Offline
2047,476,2024-10-02,9986.72,Fashion,Online
2048,14,2025-02-07,7047.06,Fashion,Offline
2049,257,2025-03-01,3751.24,Electronics,Online
2050,269,2025-06-14,9784.7,Travel,Online
2051,11,2024-07-26,9627.27,Dining,Online
2052,352,2025-03-22,5885.74,Fashion,Offline
2053,89,2024-06-28,5036.56,Groceries,Offline
2054,128,2025-02-12,1149.12,Groceries,Online
2055,105,2025-06-01,6053.21,Electronics,Offline
2056,473,2024-12-03,3789.44,Travel,Online
2057,432,2025-02-08,6421.39,Dining,Online
2058,390,2024-10-07,1279.33,Travel,Offline
2059,118,2025-06-04,1698.73,Groceries,Online
2060,190,2024-11-30,2719.55,Travel,Offline
2061,388,2025-02-25,8837.98,Electronics,Online
2062,403,2024-07-24,9422.96,Electronics,Offline
2063,338,2024-07-19,7156.52,Groceries,Offline
2064,347,2024-08-23,9925.77,Electronics,Online
2065,417,2025-06-12,6061.14,Fashion,Online
2066,434,2024-07-28,4475.39,Groceries,Offline
2067,400,2025-06-15,2755.42,Groceries,Online
2068,291,2024-08-05,205.99,Groceries,Online
2069,62,2025-03-14,9285.94,Electronics,Online
2070,318,2024-09-26,2949.44,Travel,Offline
2071,452,2025-03-04,1436.66,Groceries,Online
2072,341,2025-04-10,4596.21,Travel,Offline
2073,286,2025-02-08,9922.77,Electronics,Online
2074,271,2025-02-14,6196.01,Electronics,Offline
2075,476,2025-02-17,8906.57,Electronics,Online
2076,254,2025-01-01,380.68,Dining,Offline
2077,358,2025-06-16,929.14,Dining,Online
2078,60,2025-03-31,706.5,Electronics,Offline
2079,410,2025-06-18,5777.67,Fashion,Offline
2080,196,2024-10-14,7323.6,Travel,Online
2081,351,2025-06-18,3050.26,Electronics,Offline
2082,97,2025-01-31,1883.07,Travel,Online
2083,63,2024-09-28,3878.62,Travel,Offline
2084,92,2024-08-17,8232.87,Fashion,Offline
2085,277,2024-10-02,6567.62,Fashion,Online
2086,217,2024-07-28,3295.97,Dining,Online
2087,386,2025-05-22,9907.66,Travel,Offline
2088,134,2024-08-23,5233.27,Groceries,Offline
2089,370,2025-05-30,6615.66,Travel,Offline
2090,84,2024-09-01,7729.84,Dining,Online
2091,312,2025-03-28,7124.05,Groceries,Offline
2092,322,2024-07-08,6284.36,Fashion,Online
2093,145,2024-09-04,8664.56,Electronics,Offline
2094,481,2025-04-02,3805.65,Electronics,Offline
2095,401,2025-06-18,2307.37,Fashion,Offline
2096,314,2024-11-08,6163.55,Dining,Offline
2097,362,2025-06-08,5589.81,Travel,Offline
2098,290,2025-05-19,1795.6,Dining,Offline
2099,269,2024-07-30,2539.22,Fashion,Online
2100,205,2024-08-07,6484.69,Travel,Offline
2101,195,2025-04-18,2753.75,Travel,Offline
2102,354,2024-08-02,4548.0,Travel,Online
2103,301,2025-05-07,9904.53,Travel,Online
2104,88,2025-01-15,2166.64,Dining,Online
2105,421,2025-06-21,5762.3,Groceries,Offline
2106,238,2025-04-17,6332.83,Travel,Online
2107,18,2025-05-15,2911.41,Dining,Offline
2108,179,2024-08-15,9340.9,Dining,Offline
2109,456,2024-11-17,3154.64,Dining,Online
2110,469,2025-06-16,3252.63,Travel,Online
2111,50,2024-08-25,2730.96,Groceries,Online
2112,291,2025-01-17,700.35,Electronics,Offline
2113,475,2025-05-12,8712.8,Electronics,Online
2114,24,2025-06-07,7217.83,Groceries,Online
2115,239,2025-02-23,2441.5,Electronics,Offline
2116,41,2024-08-27,4467.26,Fashion,Offline
2117,43,2024-11-11,5880.27,Electronics,Online
2118,240,2024-07-03,248.17,Groceries,Offline
2119,27,2025-02-25,8866.23,Travel,Online
2120,236,2025-01-24,4307.03,Fashion,Online
2121,17,2024-11-22,1214.11,Dining,Offline
2122,280,2025-02-24,6543.9,Electronics,Online
2123,166,2024-10-31,5413.99,Travel,Offline
2124,326,2025-02-11,4295.43,Fashion,Online
2125,317,2024-12-02,7781.29,Fashion,Online
2126,296,2025-06-17,2594.75,Dining,Online
2127,232,2024-08-18,719.96,Travel,Online
2128,185,2024-09-15,1568.42,Electronics,Online
2129,347,2024-08-06,6048.4,Dining,Offline
2130,454,2025-02-11,5713.03,Fashion,Offline
2131,397,2024-09-18,5848.69,Groceries,Offline
2132,230,2024-12-16,4071.45,Travel,Online
2133,357,2025-06-21,3470.54,Travel,Offline
2134,390,2025-03-25,6166.37,Dining,Offline
2135,402,2024-08-19,8685.69,Fashion,Offline
2136,28,2024-12-06,6903.84,Travel,Online
2137,29,2025-05-06,4233.7,Fashion,Offline
2138,368,2024-11-14,4691.78,Dining,Offline
2139,441,2025-02-16,9767.57,Groceries,Offline
2140,465,2024-08-02,3508.75,Fashion,Offline
2141,216,2024-12-14,4083.53,Fashion,Offline
2142,13,2024-12-23,2772.78,Travel,Offline
2143,102,2024-08-04,4382.57,Groceries,Online
2144,219,2025-05-31,7190.19,Fashion,Online
2145,214,2025-03-11,4721.83,Travel,Offline
2146,48,2024-09-12,8063.27,Travel,Online
2147,346,2024-09-08,9901.85,Groceries,Online
2148,86,2024-08-20,6807.19,Fashion,Offline
2149,91,2024-07-12,3099.4,Groceries,Online
2150,24,2024-11-20,5771.78,Fashion,Offline
2151,118,2025-05-30,3258.51,Groceries,Offline
2152,87,2025-01-27,7655.25,Travel,Offline
2153,178,2025-03-12,4962.21,Dining,Offline
2154,346,2024-12-11,1154.38,Dining,Online
2155,181,2025-06-05,4454.55,Dining,Online
2156,367,2024-09-24,5145.72,Fashion,Online
2157,441,2025-05-25,5644.77,Dining,Offline
2158,321,2024-12-07,5686.39,Fashion,Online
2159,55,2024-11-19,1499.26,Fashion,Online
2160,238,2025-05-22,6528.82,Electronics,Online
2161,211,2025-05-13,856.85,Electronics,Offline
2162,442,2025-03-29,5727.84,Fashion,Offline
2163,176,2024-09-27,7696.96,Fashion,Online
2164,498,2024-11-21,7141.28,Groceries,Online
2165,469,2024-12-19,2379.91,Electronics,Online
2166,201,2024-11-27,8306.12,Electronics,Offline
2167,467,2025-05-02,4932.88,Travel,Online
2168,87,2025-06-23,2897.22,Groceries,Online
2169,494,2024-12-06,7937.86,Travel,Offline
2170,304,2025-03-22,2672.59,Dining,Offline
2171,75,2024-09-29,2807.21,Fashion,Online
2172,41,2024-08-23,5735.73,Fashion,Offline
2173,347,2024-09-10,5687.8,Fashion,Online
2174,221,2024-09-14,8985.51,Electronics,Offline
2175,303,2024-11-12,6546.89,Groceries,Online
2176,450,2025-04-20,3514.4,Groceries,Online
2177,229,2024-06-29,1838.7,Fashion,Online
